   -0.534766     0.099598    -0.886676    -1.244552    -3.492762     1.440821    -0.297817     0.136563     1.702934     2.417703     0.049194     0.436631
    1.581126     2.484509     3.084666     0.908021     2.218116    -0.067297     1.030845     2.202551     1.519597    -0.001517    -0.462807     0.041107
    0.275520    -0.840232    -2.079687    -0.440939    -2.670107    -1.239454    -1.918538    -2.254478    -0.797298    -1.628665     0.997243    -0.586773
    2.109855    -0.286184    -0.531977     1.329126     0.715507     3.715000    -1.371766     0.434495     1.691130    -0.483119     0.478778    -1.034462
   -0.624744    -0.637183     1.508250    -0.915732     0.934784     0.719923     0.119381    -0.157148    -0.955244     0.247082    -0.517265    -0.189909
    1.610424     0.748730     0.210555     0.281040     1.934411     1.859838    -0.835230     3.991278     3.057125    -0.879125     0.169072     1.266834
    1.629417    -1.136774    -0.373676     0.026082     0.844206    -0.645526    -0.202038    -0.831850     0.011596    -0.122229    -1.857860    -0.950860
   -1.132157    -0.775180    -0.632859     3.371558     0.488807    -0.786939     0.574868     0.690261    -0.219147     0.509258    -1.439635    -0.364206
   -1.647729    -1.088077     1.398665     0.131936     0.603402     0.201170     1.683993    -0.069646     1.976271     1.992095    -1.137285     0.500208
    1.341690     0.777250     0.002400    -1.096160    -1.567034     0.216169    -0.194704    -0.317040     1.569603     0.771071     1.184957     2.945294
   -3.258463    -0.276138     0.473598    -0.979088    -0.012914     0.373043    -1.859460    -0.928089    -1.368268    -2.117056    -1.529250     0.072993
    1.996562     3.057970     1.004717    -0.010784     1.012116     0.819836     1.199768     0.840610    -0.867790     0.777959    -1.109013    -0.069875
    2.314986     1.211486     0.399133    -0.071353    -0.159305     1.676182     0.447997     0.397218     1.264805    -0.772968     2.206473     0.498769
   -2.279137     0.148139    -1.309001    -1.514980    -1.068185     0.327824     0.270966     0.668662    -1.535590    -2.362537    -0.013285    -0.981155
    0.609210    -0.039643     0.970880     1.151144     0.242488     1.657490    -2.899011     0.619033     0.211392    -1.679920     0.488359    -1.624260
    2.471303     1.824709     1.783747    -0.963476     0.204228    -0.345272     2.154007    -0.424627     0.032376     1.179386     2.006925     0.784172
    1.281765     0.162017     0.186446    -0.272097    -2.383772    -3.110711    -2.743172     1.381978    -2.450891    -1.549301    -2.114336    -3.411471
    1.110982     1.206160    -0.303110    -2.484852     1.499658    -0.171629     0.623968     0.329756    -1.274630    -0.972722     0.097251     0.474326
    1.499201     1.735510     0.290096    -2.381782    -1.688956    -0.917383    -0.485772     0.800058    -0.873935    -0.744699     1.617412     1.750247
   -0.736470    -1.276442    -2.266316    -0.346738     0.742560     1.137784    -0.575600     1.635760     0.342839    -1.520845    -0.435767    -0.014516
   -0.776927    -0.420842     0.866409     0.369351    -0.241937    -0.287548     0.237046     0.718247     1.295835     0.720438     1.112320    -0.128165
    0.379162     0.241610     1.590933     0.849845     2.428027     1.093980     1.681057     1.487834     2.161177     0.809613    -0.772352     1.960230
   -0.715173    -0.530899     3.115105    -0.850235    -1.206419    -1.373239     0.013725     0.972303     0.581727     0.630779     2.166716     1.269158
   -1.057515     0.069129    -1.591978    -0.875448    -0.586846    -1.656589     0.953819    -0.412974    -1.747426     1.072645    -1.178465    -1.166866
    0.255250    -0.774231    -1.643210    -0.018239    -0.595045    -0.698370    -3.741061    -2.645033    -0.443292    -2.208846    -1.576432    -0.658242
    1.526996     2.381357     0.923703    -0.710803     1.134162    -0.128053     2.574036     2.261326     2.991492    -0.380158     1.025757     0.646630
    0.517789     1.586430     1.631182    -0.661645    -1.536961     0.085578    -0.732795     1.584498    -1.891572     2.811546     1.801806    -0.108530
    0.689788    -0.574561    -0.280305     3.081059     1.208685     2.010390     0.483061    -1.108242     0.012236     0.280735    -0.675542     0.537942
    1.536736     2.175507     2.188401    -1.197404    -0.723576    -1.022831     2.260308     1.260145     2.247455     2.606466    -0.208931     2.745606
   -1.512265    -1.826901    -1.059020    -0.119195     0.430966     2.072821     0.948822     1.029156    -0.012818     1.079344     2.074241    -1.314758
   -2.009938    -0.973783    -2.869234     0.778550     1.731132    -0.817125     0.609912     0.958441    -1.656249     1.245934     0.121210     0.203630
   -2.148416    -0.062820    -1.149900    -1.504325    -0.389150     0.067078    -3.302837    -3.933455    -0.826321     0.754570    -0.351313    -1.112371
   -1.131508     1.030052    -1.753161    -0.007766    -0.296172     0.930464    -1.444645    -1.853330    -1.197383    -2.801428    -1.961276     0.437924
    0.279855    -2.403228    -0.073927     0.063575    -0.209865     1.542633    -0.428817     0.063338    -1.799948    -1.645721    -1.397846    -2.469152
    0.740631     0.723101     0.736556     0.976368    -0.560215     0.246068     1.132988     0.941536     1.095216     0.321399    -0.270543     0.915742
   -2.585644    -2.404345    -2.721706     1.124552     0.209611     0.437023    -0.906811     1.395290    -0.132920    -1.651148    -0.885826     0.559961
   -1.146948    -2.203580    -1.581401     1.391741     0.281268    -1.236138    -1.001196    -1.619712    -1.711425     0.282145    -0.434600    -0.963333
    2.266471     3.330602     2.591310    -1.110945    -1.387841    -1.960711    -0.197595     0.991778     2.061635     3.003039     3.799398     1.190786
    2.411268    -0.446431    -0.577349    -2.546235    -3.083364    -0.463334    -2.637943    -0.557837    -2.963081    -0.592297     0.112199     0.798610
   -0.560060    -0.102195    -1.606882    -1.281053    -1.323503    -0.001042     0.972920     0.475298    -1.373494     0.288064    -0.522277    -1.557483
    2.165462     0.375583     2.395411    -0.870947     0.115309    -0.435723     1.481690     1.889233    -1.866399     0.539118     0.658724     1.295400
   -0.163008    -2.032891     1.776129    -0.620823     0.947944     1.607996    -0.802418     0.156529     0.261638    -0.456392     2.022217    -0.071664
   -2.077453    -2.564405    -1.776912     2.530728     1.681831     0.515153    -0.328552     0.199534    -0.686677     1.688276     0.918397    -0.276824
    1.561283    -0.893377    -0.609144     2.756731     0.354156     0.362109     0.078670     1.437754     0.734732     0.064287    -0.654269    -0.956174
   -1.284781    -0.034655    -0.902669    -0.534847     0.102954    -0.566396     1.115076     0.515092    -0.750455    -0.326546     0.720040    -1.296876
   -1.233578     1.250197    -0.549022     0.116230     0.911636     0.929681     1.949282     0.869271     2.757708     0.090931    -1.080926     0.125281
   -2.072475     0.035643    -1.313668    -1.309242    -1.777579    -2.188333    -1.199651    -0.443980    -0.706553    -0.207963     0.372607    -1.904672
    1.695690     0.931686     1.753307     0.036584     1.045944    -0.016951     0.370051     0.018591    -1.659203    -0.108142    -0.397955    -1.583516
    0.032095    -0.857380    -0.854728     2.143679     0.715428     1.624608     2.557480     1.230219     1.384927     0.680379     0.460323     1.882646
    0.609915     1.001291    -0.242313     0.103457    -0.541646     0.207185     0.073493    -1.934084    -0.603760     0.575615    -3.833896     0.856884
    0.062340     0.267817     1.158352     1.249845     2.014305     2.147940    -0.203262    -0.344741    -0.302459     1.116537    -1.019860     1.422268
   -0.649448    -2.127231    -1.265572    -0.939250     0.725112    -0.386992     1.674728    -0.634928    -0.966176    -0.591705    -0.805933    -1.060806
   -1.839532    -0.564293    -1.373271    -1.062133    -1.398260    -1.190831    -2.075380    -1.437551    -2.596567     0.681258    -0.343458     0.598545
    0.082980    -0.693891    -1.224421     0.346020     0.321152    -0.160672    -2.763041    -2.274523    -0.328763    -0.492706     0.392575    -1.781030
    0.333719     0.238067    -0.220396     1.485129    -0.687839    -0.682759     1.426249     0.989434     0.543641     0.540874     0.455231    -1.424252
   -0.205445    -0.417400    -0.539196    -0.542366    -0.064026    -0.813890    -0.590106    -1.678103    -0.574903    -0.793263     0.513170     0.556994
    0.524233     1.530703     1.236775    -1.160393     0.942218    -0.623854     0.932185    -0.931885     1.723195     4.114005     0.432487    -0.156515
    0.099489     2.271749     1.300232    -0.779550     0.295582    -0.590110     1.072352     1.527076     0.901456     1.472184    -0.247422    -0.627662
    1.610643     0.777472     2.077107    -0.647686     0.689522     1.120116     1.409211     0.909212     1.352846    -0.088018    -2.018085     0.220762
   -0.400255    -0.147954    -1.043920    -2.106782    -0.657344     0.041410    -1.174252    -0.380760    -1.759499    -0.594718    -0.555795     0.691645
   -1.230551    -0.144503     0.321223    -3.389488    -2.101850    -0.538569    -3.191209    -1.479939    -0.635840    -1.610316     0.204897     0.181634
    0.030562     0.829802     0.569118     2.251762     0.594914     0.869159    -0.590364    -0.338802    -0.597613    -0.578830    -0.947108    -0.427592
    0.285217    -0.653989    -0.397635     0.968335     0.375090     2.136804     0.879635     1.207024     1.092037    -2.662675    -1.112474    -1.650534
   -1.684485    -3.468767    -0.971746     0.556597     0.876794     0.229915    -1.450639    -0.780446    -0.561968    -0.049203    -0.980522    -1.842426
   -1.671911    -0.144465     1.096568     2.206001     0.131701    -0.760192    -0.259849    -0.612144    -0.607022    -0.298048    -0.515573     0.532847
    0.367540     1.606194     0.580528     0.230278    -2.080192     1.246267     1.714075    -0.961926     0.607975    -1.439151    -0.619397     0.139202
   -0.019861    -0.133740     0.280955     2.365852    -0.629091     0.048153    -1.665598    -0.152238    -2.051553    -1.731643    -1.386494    -0.938840
   -1.256385    -0.146249    -0.679604    -0.100334    -0.713488     0.359121    -0.256593    -1.718239     0.034563    -1.041826    -0.647905     0.445071
    1.223874     2.201089     0.421710    -0.830432    -0.384077    -0.529080     0.559928    -0.588567     1.557715     0.880559     0.078720     3.507179
    1.177618     0.174520     1.166228    -0.098329     0.270520     1.709082    -1.446408     2.036510     0.481203     2.894013     1.127382     0.743176
    1.233262     1.264370     1.865027     0.357459    -2.341369    -1.713994    -1.780700     0.259347    -0.860236    -2.628986    -1.041019    -0.294957
